ID,Node,Source,Target,Weight,Relationship,Assistance,Total,SIC,jobs,Sector,address,X,Y,CycleY
590,Northern Ireland,Northern Ireland,Derry City and Strabane,"1,500",Northern Ireland-->Derry City and Strabane,"1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
590,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"1,500",Northern Ireland-->Derry City and Strabane,"1,500","10,000",96090,1,Other Service Activities,,0.17364820837974548,0.9848077297210693,0.9848077297210693
591,Northern Ireland,Northern Ireland,Belfast,"20,000",Northern Ireland-->Belfast,"20,000","20,000",20590,0,Manufacturing,BT9 5AG,-0.9932383298873901,0.1160929799079895,0.1160929799079895
591,Belfast,Northern Ireland,Belfast,"20,000",Northern Ireland-->Belfast,"20,000","20,000",20590,0,Manufacturing,BT9 5AG,0.8936326503753662,0.448799192905426,0.448799192905426
592,Northern Ireland,Northern Ireland,Ards and North Down,"4,850",Northern Ireland-->Ards and North Down,"4,850","9,700",46160,0,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT19 7PD,-0.9932383298873901,0.1160929799079895,0.1160929799079895
592,Ards and North Down,Northern Ireland,Ards and North Down,"4,850",Northern Ireland-->Ards and North Down,"4,850","9,700",46160,0,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT19 7PD,-0.5000000596046448,0.8660253882408142,0.8660253882408142
593,Northern Ireland,Northern Ireland,Mid Ulster,"9,790",Northern Ireland-->Mid Ulster,"9,790","33,430",31020,0,Manufacturing,BT80 9AR,-0.9932383298873901,0.1160929799079895,0.1160929799079895
593,Mid Ulster,Northern Ireland,Mid Ulster,"9,790",Northern Ireland-->Mid Ulster,"9,790","33,430",31020,0,Manufacturing,BT80 9AR,0.9730448722839355,0.23061588406562805,0.23061588406562805
594,Northern Ireland,Northern Ireland,Mid and East Antrim,"20,000",Northern Ireland-->Mid and East Antrim,"20,000","20,000",82990,0,Administrative And Support Service Activities,BT43 7QA,-0.9932383298873901,0.1160929799079895,0.1160929799079895
594,Mid and East Antrim,Northern Ireland,Mid and East Antrim,"20,000",Northern Ireland-->Mid and East Antrim,"20,000","20,000",82990,0,Administrative And Support Service Activities,BT43 7QA,1.0,1.2693582185363539e-08,1.2693582185363539e-08
595,Northern Ireland,Northern Ireland,Antrim and Newtownabbey,"42,000",Northern Ireland-->Antrim and Newtownabbey,"42,000","234,000",32990,6,Manufacturing,BT39 9UF,-0.9932383298873901,0.1160929799079895,0.1160929799079895
595,Antrim and Newtownabbey,Northern Ireland,Antrim and Newtownabbey,"42,000",Northern Ireland-->Antrim and Newtownabbey,"42,000","234,000",32990,6,Manufacturing,BT39 9UF,0.7660444378852844,0.6427875757217407,0.6427875757217407
596,Northern Ireland,Northern Ireland,Derry City and Strabane,"20,000",Northern Ireland-->Derry City and Strabane,"20,000","20,000",85590,0,Education,BT48 7TG,-0.9932383298873901,0.1160929799079895,0.1160929799079895
596,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"20,000",Northern Ireland-->Derry City and Strabane,"20,000","20,000",85590,0,Education,BT48 7TG,0.17364820837974548,0.9848077297210693,0.9848077297210693
597,Northern Ireland,Northern Ireland,Lisburn and Castlereagh,"7,637",Northern Ireland-->Lisburn and Castlereagh,"7,637","19,790",27120,0,Manufacturing,BT8 7RH,-0.9932383298873901,0.1160929799079895,0.1160929799079895
597,Lisburn and Castlereagh,Northern Ireland,Lisburn and Castlereagh,"7,637",Northern Ireland-->Lisburn and Castlereagh,"7,637","19,790",27120,0,Manufacturing,BT8 7RH,0.5971586108207703,0.8021231889724731,0.8021231889724731
598,Northern Ireland,Northern Ireland,Mid and East Antrim,"10,280",Northern Ireland-->Mid and East Antrim,"10,280","22,360",32990,0,Manufacturing,BT42 3HB,-0.9932383298873901,0.1160929799079895,0.1160929799079895
598,Mid and East Antrim,Northern Ireland,Mid and East Antrim,"10,280",Northern Ireland-->Mid and East Antrim,"10,280","22,360",32990,0,Manufacturing,BT42 3HB,1.0,1.2693582185363539e-08,1.2693582185363539e-08
599,Northern Ireland,Northern Ireland,Fermanagh and Omagh,"20,000",Northern Ireland-->Fermanagh and Omagh,"20,000","20,000",70229,0,"Professional, Scientific And Technical Activities",BT92 0PE,-0.9932383298873901,0.1160929799079895,0.1160929799079895
599,Fermanagh and Omagh,Northern Ireland,Fermanagh and Omagh,"20,000",Northern Ireland-->Fermanagh and Omagh,"20,000","20,000",70229,0,"Professional, Scientific And Technical Activities",BT92 0PE,-0.05814483389258385,0.9983081817626953,0.9983081817626953
600,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"18,054",Northern Ireland-->Causeway Coast and Glens,"18,054","45,134",30120,0,Manufacturing,BT44 0TE,-0.9932383298873901,0.1160929799079895,0.1160929799079895
600,Causeway Coast and Glens,Northern Ireland,Causeway Coast and Glens,"18,054",Northern Ireland-->Causeway Coast and Glens,"18,054","45,134",30120,0,Manufacturing,BT44 0TE,-0.2868032455444336,0.957989513874054,0.957989513874054
601,Northern Ireland,Northern Ireland,Antrim and Newtownabbey,"4,400",Northern Ireland-->Antrim and Newtownabbey,"4,400","11,000",32990,0,Manufacturing,BT39 9UF,-0.9932383298873901,0.1160929799079895,0.1160929799079895
601,Antrim and Newtownabbey,Northern Ireland,Antrim and Newtownabbey,"4,400",Northern Ireland-->Antrim and Newtownabbey,"4,400","11,000",32990,0,Manufacturing,BT39 9UF,0.7660444378852844,0.6427875757217407,0.6427875757217407
602,Northern Ireland,Northern Ireland,Belfast,"20,000",Northern Ireland-->Belfast,"20,000","20,000",62020,0,Information And Communication,BT10 0HX,-0.9932383298873901,0.1160929799079895,0.1160929799079895
602,Belfast,Northern Ireland,Belfast,"20,000",Northern Ireland-->Belfast,"20,000","20,000",62020,0,Information And Communication,BT10 0HX,0.8936326503753662,0.448799192905426,0.448799192905426
603,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"3,000",Northern Ireland-->Causeway Coast and Glens,"3,000","6,000",29201,0,Manufacturing,BT44 8RF,-0.9932383298873901,0.1160929799079895,0.1160929799079895
603,Causeway Coast and Glens,Northern Ireland,Causeway Coast and Glens,"3,000",Northern Ireland-->Causeway Coast and Glens,"3,000","6,000",29201,0,Manufacturing,BT44 8RF,-0.2868032455444336,0.957989513874054,0.957989513874054
604,Northern Ireland,Northern Ireland,Belfast,"49,000",Northern Ireland-->Belfast,"49,000","250,000",18129,7,Manufacturing,BT3 9JP,-0.9932383298873901,0.1160929799079895,0.1160929799079895
604,Belfast,Northern Ireland,Belfast,"49,000",Northern Ireland-->Belfast,"49,000","250,000",18129,7,Manufacturing,BT3 9JP,0.8936326503753662,0.448799192905426,0.448799192905426
605,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","2,000","Northern Ireland-->Newry, Mourne and Down","2,000","5,000",62020,0,Information And Communication,BT35 9JH,-0.9932383298873901,0.1160929799079895,0.1160929799079895
605,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","2,000","Northern Ireland-->Newry, Mourne and Down","2,000","5,000",62020,0,Information And Communication,BT35 9JH,-0.6862416863441467,0.7273736000061035,0.7273736000061035
606,Northern Ireland,Northern Ireland,Belfast,"79,480",Northern Ireland-->Belfast,"79,480","198,700",18129,0,Manufacturing,BT3 9JP,-0.9932383298873901,0.1160929799079895,0.1160929799079895
606,Belfast,Northern Ireland,Belfast,"79,480",Northern Ireland-->Belfast,"79,480","198,700",18129,0,Manufacturing,BT3 9JP,0.8936326503753662,0.448799192905426,0.448799192905426
607,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","35,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","35,000","172,000",27900,5,Manufacturing,BT66 8BY,-0.9932383298873901,0.1160929799079895,0.1160929799079895
607,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","35,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","35,000","172,000",27900,5,Manufacturing,BT66 8BY,0.3960797190666199,0.9182161092758179,0.9182161092758179
608,Northern Ireland,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
608,Belfast,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,0.8936326503753662,0.448799192905426,0.448799192905426
609,Northern Ireland,Northern Ireland,Mid and East Antrim,"1,500",Northern Ireland-->Mid and East Antrim,"1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
609,Mid and East Antrim,Northern Ireland,Mid and East Antrim,"1,500",Northern Ireland-->Mid and East Antrim,"1,500","10,000",96090,1,Other Service Activities,,1.0,1.2693582185363539e-08,1.2693582185363539e-08
610,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"33,348",Northern Ireland-->Causeway Coast and Glens,"33,348","219,960",29202,7,Manufacturing,BT46 5QZ,-0.9932383298873901,0.1160929799079895,0.1160929799079895
610,Causeway Coast and Glens,Northern Ireland,Causeway Coast and Glens,"33,348",Northern Ireland-->Causeway Coast and Glens,"33,348","219,960",29202,7,Manufacturing,BT46 5QZ,-0.2868032455444336,0.957989513874054,0.957989513874054
611,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","4,100","Northern Ireland-->Armagh City, Banbridge and Craigavon","4,100","8,200",18121,0,Manufacturing,BT66 8DH,-0.9932383298873901,0.1160929799079895,0.1160929799079895
611,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","4,100","Northern Ireland-->Armagh City, Banbridge and Craigavon","4,100","8,200",18121,0,Manufacturing,BT66 8DH,0.3960797190666199,0.9182161092758179,0.9182161092758179
612,Northern Ireland,Northern Ireland,Derry City and Strabane,"1,000",Northern Ireland-->Derry City and Strabane,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
612,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"1,000",Northern Ireland-->Derry City and Strabane,"1,000","9,000",96090,1,Other Service Activities,,0.17364820837974548,0.9848077297210693,0.9848077297210693
613,Northern Ireland,Northern Ireland,Mid and East Antrim,"20,172",Northern Ireland-->Mid and East Antrim,"20,172","41,880",15200,0,Manufacturing,BT38 7AR,-0.9932383298873901,0.1160929799079895,0.1160929799079895
613,Mid and East Antrim,Northern Ireland,Mid and East Antrim,"20,172",Northern Ireland-->Mid and East Antrim,"20,172","41,880",15200,0,Manufacturing,BT38 7AR,1.0,1.2693582185363539e-08,1.2693582185363539e-08
614,Northern Ireland,Northern Ireland,Belfast,"7,500",Northern Ireland-->Belfast,"7,500","20,850",62010,0,Information And Communication,BT1 6JH,-0.9932383298873901,0.1160929799079895,0.1160929799079895
614,Belfast,Northern Ireland,Belfast,"7,500",Northern Ireland-->Belfast,"7,500","20,850",62010,0,Information And Communication,BT1 6JH,0.8936326503753662,0.448799192905426,0.448799192905426
615,Northern Ireland,Northern Ireland,Mid and East Antrim,"5,000",Northern Ireland-->Mid and East Antrim,"5,000","12,000",11050,0,Manufacturing,BT3 9HB,-0.9932383298873901,0.1160929799079895,0.1160929799079895
615,Mid and East Antrim,Northern Ireland,Mid and East Antrim,"5,000",Northern Ireland-->Mid and East Antrim,"5,000","12,000",11050,0,Manufacturing,BT3 9HB,1.0,1.2693582185363539e-08,1.2693582185363539e-08
616,Northern Ireland,Northern Ireland,Ards and North Down,"4,320",Northern Ireland-->Ards and North Down,"4,320","8,640",80200,0,Administrative And Support Service Activities,BT3 9HB,-0.9932383298873901,0.1160929799079895,0.1160929799079895
616,Ards and North Down,Northern Ireland,Ards and North Down,"4,320",Northern Ireland-->Ards and North Down,"4,320","8,640",80200,0,Administrative And Support Service Activities,BT3 9HB,-0.5000000596046448,0.8660253882408142,0.8660253882408142
617,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","4,334","Northern Ireland-->Newry, Mourne and Down","4,334","11,920",33130,0,Manufacturing,BT35 9TR,-0.9932383298873901,0.1160929799079895,0.1160929799079895
617,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","4,334","Northern Ireland-->Newry, Mourne and Down","4,334","11,920",33130,0,Manufacturing,BT35 9TR,-0.6862416863441467,0.7273736000061035,0.7273736000061035
618,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","49,891","Northern Ireland-->Newry, Mourne and Down","49,891","83,151",21200,0,Manufacturing,BT34 3FN,-0.9932383298873901,0.1160929799079895,0.1160929799079895
618,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","49,891","Northern Ireland-->Newry, Mourne and Down","49,891","83,151",21200,0,Manufacturing,BT34 3FN,-0.6862416863441467,0.7273736000061035,0.7273736000061035
619,Northern Ireland,Northern Ireland,Ards and North Down,"7,000",Northern Ireland-->Ards and North Down,"7,000","36,000",70229,1,"Professional, Scientific And Technical Activities",BT18 9AB,-0.9932383298873901,0.1160929799079895,0.1160929799079895
619,Ards and North Down,Northern Ireland,Ards and North Down,"7,000",Northern Ireland-->Ards and North Down,"7,000","36,000",70229,1,"Professional, Scientific And Technical Activities",BT18 9AB,-0.5000000596046448,0.8660253882408142,0.8660253882408142
620,Northern Ireland,Northern Ireland,Belfast,"10,584",Northern Ireland-->Belfast,"10,584","21,600",30110,0,Manufacturing,BT3 9ED,-0.9932383298873901,0.1160929799079895,0.1160929799079895
620,Belfast,Northern Ireland,Belfast,"10,584",Northern Ireland-->Belfast,"10,584","21,600",30110,0,Manufacturing,BT3 9ED,0.8936326503753662,0.448799192905426,0.448799192905426
621,Northern Ireland,Northern Ireland,Mid Ulster,"5,152",Northern Ireland-->Mid Ulster,"5,152","14,840",63990,0,Information And Communication,BT71 7LA,-0.9932383298873901,0.1160929799079895,0.1160929799079895
621,Mid Ulster,Northern Ireland,Mid Ulster,"5,152",Northern Ireland-->Mid Ulster,"5,152","14,840",63990,0,Information And Communication,BT71 7LA,0.9730448722839355,0.23061588406562805,0.23061588406562805
622,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","98,000","Northern Ireland-->Newry, Mourne and Down","98,000","529,000",25730,14,Manufacturing,BT34 4AX,-0.9932383298873901,0.1160929799079895,0.1160929799079895
622,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","98,000","Northern Ireland-->Newry, Mourne and Down","98,000","529,000",25730,14,Manufacturing,BT34 4AX,-0.6862416863441467,0.7273736000061035,0.7273736000061035
623,Northern Ireland,Northern Ireland,Mid and East Antrim,"8,000",Northern Ireland-->Mid and East Antrim,"8,000","20,000",71121,0,"Professional, Scientific And Technical Activities",BT44 8AG,-0.9932383298873901,0.1160929799079895,0.1160929799079895
623,Mid and East Antrim,Northern Ireland,Mid and East Antrim,"8,000",Northern Ireland-->Mid and East Antrim,"8,000","20,000",71121,0,"Professional, Scientific And Technical Activities",BT44 8AG,1.0,1.2693582185363539e-08,1.2693582185363539e-08
624,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"336,900",Northern Ireland-->Causeway Coast and Glens,"336,900","2,446,000",25620,42,Manufacturing,BT51 5TE,-0.9932383298873901,0.1160929799079895,0.1160929799079895
624,Causeway Coast and Glens,Northern Ireland,Causeway Coast and Glens,"336,900",Northern Ireland-->Causeway Coast and Glens,"336,900","2,446,000",25620,42,Manufacturing,BT51 5TE,-0.2868032455444336,0.957989513874054,0.957989513874054
625,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","7,600","Northern Ireland-->Armagh City, Banbridge and Craigavon","7,600","20,000",27900,0,Manufacturing,BT66 8BY,-0.9932383298873901,0.1160929799079895,0.1160929799079895
625,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","7,600","Northern Ireland-->Armagh City, Banbridge and Craigavon","7,600","20,000",27900,0,Manufacturing,BT66 8BY,0.3960797190666199,0.9182161092758179,0.9182161092758179
626,India,India,Belfast,"42,134",India-->Belfast,"42,134","93,632",62010,0,Information And Communication,BT1 2FJ,0.5971586108207703,-0.8021231889724731,-0.8021231889724731
626,Belfast,India,Belfast,"42,134",India-->Belfast,"42,134","93,632",62010,0,Information And Communication,BT1 2FJ,0.8936326503753662,0.448799192905426,0.448799192905426
627,Northern Ireland,Northern Ireland,Derry City and Strabane,"1,500",Northern Ireland-->Derry City and Strabane,"1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
627,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"1,500",Northern Ireland-->Derry City and Strabane,"1,500","10,000",96090,1,Other Service Activities,,0.17364820837974548,0.9848077297210693,0.9848077297210693
628,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","1,500","Northern Ireland-->Newry, Mourne and Down","1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
628,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","1,500","Northern Ireland-->Newry, Mourne and Down","1,500","10,000",96090,1,Other Service Activities,,-0.6862416863441467,0.7273736000061035,0.7273736000061035
629,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
629,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","1,000","9,000",96090,1,Other Service Activities,,0.3960797190666199,0.9182161092758179,0.9182161092758179
630,Northern Ireland,Northern Ireland,Lisburn and Castlereagh,"154,788",Northern Ireland-->Lisburn and Castlereagh,"154,788","442,250",28920,0,Manufacturing,BT28 2EX,-0.9932383298873901,0.1160929799079895,0.1160929799079895
630,Lisburn and Castlereagh,Northern Ireland,Lisburn and Castlereagh,"154,788",Northern Ireland-->Lisburn and Castlereagh,"154,788","442,250",28920,0,Manufacturing,BT28 2EX,0.5971586108207703,0.8021231889724731,0.8021231889724731
631,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
631,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","1,000","9,000",96090,1,Other Service Activities,,0.3960797190666199,0.9182161092758179,0.9182161092758179
632,Northern Ireland,Northern Ireland,Derry City and Strabane,"1,500",Northern Ireland-->Derry City and Strabane,"1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
632,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"1,500",Northern Ireland-->Derry City and Strabane,"1,500","10,000",96090,1,Other Service Activities,,0.17364820837974548,0.9848077297210693,0.9848077297210693
633,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","1,000","Northern Ireland-->Newry, Mourne and Down","1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
633,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","1,000","Northern Ireland-->Newry, Mourne and Down","1,000","9,000",96090,1,Other Service Activities,,-0.6862416863441467,0.7273736000061035,0.7273736000061035
634,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"2,450",Northern Ireland-->Causeway Coast and Glens,"2,450","4,900",28302,0,Manufacturing,BT51 4ED,-0.9932383298873901,0.1160929799079895,0.1160929799079895
634,Causeway Coast and Glens,Northern Ireland,Causeway Coast and Glens,"2,450",Northern Ireland-->Causeway Coast and Glens,"2,450","4,900",28302,0,Manufacturing,BT51 4ED,-0.2868032455444336,0.957989513874054,0.957989513874054
635,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"4,750",Northern Ireland-->Causeway Coast and Glens,"4,750","9,500",25620,0,Manufacturing,BT51 5TE,-0.9932383298873901,0.1160929799079895,0.1160929799079895
635,Causeway Coast and Glens,Northern Ireland,Causeway Coast and Glens,"4,750",Northern Ireland-->Causeway Coast and Glens,"4,750","9,500",25620,0,Manufacturing,BT51 5TE,-0.2868032455444336,0.957989513874054,0.957989513874054
636,Northern Ireland,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
636,Belfast,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,0.8936326503753662,0.448799192905426,0.448799192905426
637,Northern Ireland,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
637,Belfast,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,0.8936326503753662,0.448799192905426,0.448799192905426
638,Northern Ireland,Northern Ireland,Derry City and Strabane,"1,000",Northern Ireland-->Derry City and Strabane,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
638,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"1,000",Northern Ireland-->Derry City and Strabane,"1,000","9,000",96090,1,Other Service Activities,,0.17364820837974548,0.9848077297210693,0.9848077297210693
639,Northern Ireland,Northern Ireland,Fermanagh and Omagh,"1,500",Northern Ireland-->Fermanagh and Omagh,"1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
639,Fermanagh and Omagh,Northern Ireland,Fermanagh and Omagh,"1,500",Northern Ireland-->Fermanagh and Omagh,"1,500","10,000",96090,1,Other Service Activities,,-0.05814483389258385,0.9983081817626953,0.9983081817626953
640,Northern Ireland,Northern Ireland,Derry City and Strabane,"1,000",Northern Ireland-->Derry City and Strabane,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
640,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"1,000",Northern Ireland-->Derry City and Strabane,"1,000","9,000",96090,1,Other Service Activities,,0.17364820837974548,0.9848077297210693,0.9848077297210693
641,Northern Ireland,Northern Ireland,Derry City and Strabane,"1,000",Northern Ireland-->Derry City and Strabane,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
641,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"1,000",Northern Ireland-->Derry City and Strabane,"1,000","9,000",96090,1,Other Service Activities,,0.17364820837974548,0.9848077297210693,0.9848077297210693
642,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","Northern Ireland-->Armagh City, Banbridge and Craigavon","1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
642,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","Northern Ireland-->Armagh City, Banbridge and Craigavon","1,500","10,000",96090,1,Other Service Activities,,0.3960797190666199,0.9182161092758179,0.9182161092758179
643,Northern Ireland,Northern Ireland,Derry City and Strabane,"1,000",Northern Ireland-->Derry City and Strabane,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
643,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"1,000",Northern Ireland-->Derry City and Strabane,"1,000","9,000",96090,1,Other Service Activities,,0.17364820837974548,0.9848077297210693,0.9848077297210693
644,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","1,500","Northern Ireland-->Newry, Mourne and Down","1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
644,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","1,500","Northern Ireland-->Newry, Mourne and Down","1,500","10,000",96090,1,Other Service Activities,,-0.6862416863441467,0.7273736000061035,0.7273736000061035
645,Northern Ireland,Northern Ireland,Belfast,"16,648",Northern Ireland-->Belfast,"16,648","41,620",62090,2,Information And Communication,BT12 5GH,-0.9932383298873901,0.1160929799079895,0.1160929799079895
645,Belfast,Northern Ireland,Belfast,"16,648",Northern Ireland-->Belfast,"16,648","41,620",62090,2,Information And Communication,BT12 5GH,0.8936326503753662,0.448799192905426,0.448799192905426
646,Northern Ireland,Northern Ireland,Belfast,"34,679",Northern Ireland-->Belfast,"34,679","115,598",18129,0,Manufacturing,BT5 6QU,-0.9932383298873901,0.1160929799079895,0.1160929799079895
646,Belfast,Northern Ireland,Belfast,"34,679",Northern Ireland-->Belfast,"34,679","115,598",18129,0,Manufacturing,BT5 6QU,0.8936326503753662,0.448799192905426,0.448799192905426
647,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","Northern Ireland-->Armagh City, Banbridge and Craigavon","1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
647,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","Northern Ireland-->Armagh City, Banbridge and Craigavon","1,500","10,000",96090,1,Other Service Activities,,0.3960797190666199,0.9182161092758179,0.9182161092758179
648,Northern Ireland,Northern Ireland,Fermanagh and Omagh,"1,500",Northern Ireland-->Fermanagh and Omagh,"1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
648,Fermanagh and Omagh,Northern Ireland,Fermanagh and Omagh,"1,500",Northern Ireland-->Fermanagh and Omagh,"1,500","10,000",96090,1,Other Service Activities,,-0.05814483389258385,0.9983081817626953,0.9983081817626953
649,Northern Ireland,Northern Ireland,Fermanagh and Omagh,"1,500",Northern Ireland-->Fermanagh and Omagh,"1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
649,Fermanagh and Omagh,Northern Ireland,Fermanagh and Omagh,"1,500",Northern Ireland-->Fermanagh and Omagh,"1,500","10,000",96090,1,Other Service Activities,,-0.05814483389258385,0.9983081817626953,0.9983081817626953
650,Northern Ireland,Northern Ireland,Belfast,"1,500",Northern Ireland-->Belfast,"1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
650,Belfast,Northern Ireland,Belfast,"1,500",Northern Ireland-->Belfast,"1,500","10,000",96090,1,Other Service Activities,,0.8936326503753662,0.448799192905426,0.448799192905426
651,Northern Ireland,Northern Ireland,Derry City and Strabane,"7,538",Northern Ireland-->Derry City and Strabane,"7,538","15,076",30990,0,Manufacturing,BT48 7TG,-0.9932383298873901,0.1160929799079895,0.1160929799079895
651,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"7,538",Northern Ireland-->Derry City and Strabane,"7,538","15,076",30990,0,Manufacturing,BT48 7TG,0.17364820837974548,0.9848077297210693,0.9848077297210693
652,Northern Ireland,Northern Ireland,Mid Ulster,"40,000",Northern Ireland-->Mid Ulster,"40,000","245,200",25990,8,Manufacturing,BT45 8JN,-0.9932383298873901,0.1160929799079895,0.1160929799079895
652,Mid Ulster,Northern Ireland,Mid Ulster,"40,000",Northern Ireland-->Mid Ulster,"40,000","245,200",25990,8,Manufacturing,BT45 8JN,0.9730448722839355,0.23061588406562805,0.23061588406562805
653,Northern Ireland,Northern Ireland,Belfast,"12,197",Northern Ireland-->Belfast,"12,197","24,394",30300,0,Manufacturing,BT35 8XF,-0.9932383298873901,0.1160929799079895,0.1160929799079895
653,Belfast,Northern Ireland,Belfast,"12,197",Northern Ireland-->Belfast,"12,197","24,394",30300,0,Manufacturing,BT35 8XF,0.8936326503753662,0.448799192905426,0.448799192905426
