ID,Node,Source,Target,Weight,Relationship,Assistance,Total,SIC,jobs,Sector,address,X,Y,CycleY
1458,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","14,000","Northern Ireland-->Newry, Mourne and Down","14,000","69,000",71129,2,"Professional, Scientific And Technical Activities",BT34 3NQ,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1458,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","14,000","Northern Ireland-->Newry, Mourne and Down","14,000","69,000",71129,2,"Professional, Scientific And Technical Activities",BT34 3NQ,-0.6862416863441467,0.7273736000061035,0.7273736000061035
1459,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","7,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","7,000","32,000",25110,1,Manufacturing,BT63 6BU,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1459,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","7,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","7,000","32,000",25110,1,Manufacturing,BT63 6BU,0.3960797190666199,0.9182161092758179,0.9182161092758179
1460,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","2,400","Northern Ireland-->Armagh City, Banbridge and Craigavon","2,400","9,000",23700,0,Manufacturing,BT61 7NP,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1460,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","2,400","Northern Ireland-->Armagh City, Banbridge and Craigavon","2,400","9,000",23700,0,Manufacturing,BT61 7NP,0.3960797190666199,0.9182161092758179,0.9182161092758179
1461,Northern Ireland,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1461,Belfast,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,0.8936326503753662,0.448799192905426,0.448799192905426
1462,Northern Ireland,Northern Ireland,Ards and North Down,"19,634",Northern Ireland-->Ards and North Down,"19,634","49,690",22210,0,Manufacturing,BT19 7QY,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1462,Ards and North Down,Northern Ireland,Ards and North Down,"19,634",Northern Ireland-->Ards and North Down,"19,634","49,690",22210,0,Manufacturing,BT19 7QY,-0.5000000596046448,0.8660253882408142,0.8660253882408142
1463,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","160,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","160,000","1,318,800",10130,40,Manufacturing,BT66 7AT,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1463,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","160,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","160,000","1,318,800",10130,40,Manufacturing,BT66 7AT,0.3960797190666199,0.9182161092758179,0.9182161092758179
1464,Northern Ireland,Northern Ireland,Belfast,"5,000",Northern Ireland-->Belfast,"5,000","10,000",25990,0,Manufacturing,BT3 9DT,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1464,Belfast,Northern Ireland,Belfast,"5,000",Northern Ireland-->Belfast,"5,000","10,000",25990,0,Manufacturing,BT3 9DT,0.8936326503753662,0.448799192905426,0.448799192905426
1465,Northern Ireland,Northern Ireland,Ards and North Down,"23,378",Northern Ireland-->Ards and North Down,"23,378","58,445",71129,1,"Professional, Scientific And Technical Activities",BT18 9LU,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1465,Ards and North Down,Northern Ireland,Ards and North Down,"23,378",Northern Ireland-->Ards and North Down,"23,378","58,445",71129,1,"Professional, Scientific And Technical Activities",BT18 9LU,-0.5000000596046448,0.8660253882408142,0.8660253882408142
1466,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"2,480",Northern Ireland-->Causeway Coast and Glens,"2,480","4,960",20420,0,Manufacturing,BT54 6BN,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1466,Causeway Coast and Glens,Northern Ireland,Causeway Coast and Glens,"2,480",Northern Ireland-->Causeway Coast and Glens,"2,480","4,960",20420,0,Manufacturing,BT54 6BN,-0.2868032455444336,0.957989513874054,0.957989513874054
1467,Northern Ireland,Northern Ireland,Mid Ulster,"5,000",Northern Ireland-->Mid Ulster,"5,000","10,800",29202,0,Manufacturing,BT70 3BG,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1467,Mid Ulster,Northern Ireland,Mid Ulster,"5,000",Northern Ireland-->Mid Ulster,"5,000","10,800",29202,0,Manufacturing,BT70 3BG,0.9730448722839355,0.23061588406562805,0.23061588406562805
1468,Northern Ireland,Northern Ireland,Lisburn and Castlereagh,"4,800",Northern Ireland-->Lisburn and Castlereagh,"4,800","9,600",32500,0,Manufacturing,BT28 2BP,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1468,Lisburn and Castlereagh,Northern Ireland,Lisburn and Castlereagh,"4,800",Northern Ireland-->Lisburn and Castlereagh,"4,800","9,600",32500,0,Manufacturing,BT28 2BP,0.5971586108207703,0.8021231889724731,0.8021231889724731
1469,Northern Ireland,Northern Ireland,Mid and East Antrim,"4,000",Northern Ireland-->Mid and East Antrim,"4,000","10,000",10890,0,Manufacturing,BT42 4LE,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1469,Mid and East Antrim,Northern Ireland,Mid and East Antrim,"4,000",Northern Ireland-->Mid and East Antrim,"4,000","10,000",10890,0,Manufacturing,BT42 4LE,1.0,1.2693582185363539e-08,1.2693582185363539e-08
1470,Northern Ireland,Northern Ireland,Lisburn and Castlereagh,"45,325",Northern Ireland-->Lisburn and Castlereagh,"45,325","132,500",22230,1,Manufacturing,BT8 8AN,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1470,Lisburn and Castlereagh,Northern Ireland,Lisburn and Castlereagh,"45,325",Northern Ireland-->Lisburn and Castlereagh,"45,325","132,500",22230,1,Manufacturing,BT8 8AN,0.5971586108207703,0.8021231889724731,0.8021231889724731
1471,Northern Ireland,Northern Ireland,Derry City and Strabane,"30,916",Northern Ireland-->Derry City and Strabane,"30,916","147,740",58190,2,Information And Communication,BT48 6PU,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1471,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"30,916",Northern Ireland-->Derry City and Strabane,"30,916","147,740",58190,2,Information And Communication,BT48 6PU,0.17364820837974548,0.9848077297210693,0.9848077297210693
1472,Northern Ireland,Northern Ireland,Derry City and Strabane,"49,000",Northern Ireland-->Derry City and Strabane,"49,000","238,000",58190,7,Information And Communication,BT48 6PU,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1472,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"49,000",Northern Ireland-->Derry City and Strabane,"49,000","238,000",58190,7,Information And Communication,BT48 6PU,0.17364820837974548,0.9848077297210693,0.9848077297210693
1473,Northern Ireland,Northern Ireland,Derry City and Strabane,"32,600",Northern Ireland-->Derry City and Strabane,"32,600","163,000",35120,2,"Electricity, Gas, Steam And Air Conditioning Supply",BT48 0LY,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1473,Derry City and Strabane,Northern Ireland,Derry City and Strabane,"32,600",Northern Ireland-->Derry City and Strabane,"32,600","163,000",35120,2,"Electricity, Gas, Steam And Air Conditioning Supply",BT48 0LY,0.17364820837974548,0.9848077297210693,0.9848077297210693
1474,Northern Ireland,Northern Ireland,Mid and East Antrim,630,Northern Ireland-->Mid and East Antrim,630,"1,260",32990,0,Manufacturing,BT42 3LY,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1474,Mid and East Antrim,Northern Ireland,Mid and East Antrim,630,Northern Ireland-->Mid and East Antrim,630,"1,260",32990,0,Manufacturing,BT42 3LY,1.0,1.2693582185363539e-08,1.2693582185363539e-08
1475,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"42,000",Northern Ireland-->Causeway Coast and Glens,"42,000","190,700",25110,6,Manufacturing,BT51 4HA,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1475,Causeway Coast and Glens,Northern Ireland,Causeway Coast and Glens,"42,000",Northern Ireland-->Causeway Coast and Glens,"42,000","190,700",25110,6,Manufacturing,BT51 4HA,-0.2868032455444336,0.957989513874054,0.957989513874054
1476,Northern Ireland,Northern Ireland,Fermanagh and Omagh,"9,750",Northern Ireland-->Fermanagh and Omagh,"9,750","28,750",86230,0,Human Health And Social Work Activities,BT94 1GR,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1476,Fermanagh and Omagh,Northern Ireland,Fermanagh and Omagh,"9,750",Northern Ireland-->Fermanagh and Omagh,"9,750","28,750",86230,0,Human Health And Social Work Activities,BT94 1GR,-0.05814483389258385,0.9983081817626953,0.9983081817626953
1477,Northern Ireland,Northern Ireland,Fermanagh and Omagh,"4,390",Northern Ireland-->Fermanagh and Omagh,"4,390","8,780",55209,0,Accommodation And Food Service Activities,BT94 5HG,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1477,Fermanagh and Omagh,Northern Ireland,Fermanagh and Omagh,"4,390",Northern Ireland-->Fermanagh and Omagh,"4,390","8,780",55209,0,Accommodation And Food Service Activities,BT94 5HG,-0.05814483389258385,0.9983081817626953,0.9983081817626953
1478,Northern Ireland,Northern Ireland,Lisburn and Castlereagh,"43,527",Northern Ireland-->Lisburn and Castlereagh,"43,527","96,727",62090,0,Information And Communication,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1478,Lisburn and Castlereagh,Northern Ireland,Lisburn and Castlereagh,"43,527",Northern Ireland-->Lisburn and Castlereagh,"43,527","96,727",62090,0,Information And Communication,,0.5971586108207703,0.8021231889724731,0.8021231889724731
1479,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","4,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","4,000","45,834",88990,2,Human Health And Social Work Activities,BT66 6DB,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1479,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","4,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","4,000","45,834",88990,2,Human Health And Social Work Activities,BT66 6DB,0.3960797190666199,0.9182161092758179,0.9182161092758179
1480,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","1,500","Northern Ireland-->Newry, Mourne and Down","1,500","3,000",32300,0,Manufacturing,BT24 8RH,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1480,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","1,500","Northern Ireland-->Newry, Mourne and Down","1,500","3,000",32300,0,Manufacturing,BT24 8RH,-0.6862416863441467,0.7273736000061035,0.7273736000061035
1481,Northern Ireland,Northern Ireland,Belfast,"17,574",Northern Ireland-->Belfast,"17,574","67,210",70229,0,"Professional, Scientific And Technical Activities",BT1 4PD,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1481,Belfast,Northern Ireland,Belfast,"17,574",Northern Ireland-->Belfast,"17,574","67,210",70229,0,"Professional, Scientific And Technical Activities",BT1 4PD,0.8936326503753662,0.448799192905426,0.448799192905426
1482,Northern Ireland,Northern Ireland,Fermanagh and Omagh,"38,000",Northern Ireland-->Fermanagh and Omagh,"38,000","280,000",32990,2,Manufacturing,BT79 0ND,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1482,Fermanagh and Omagh,Northern Ireland,Fermanagh and Omagh,"38,000",Northern Ireland-->Fermanagh and Omagh,"38,000","280,000",32990,2,Manufacturing,BT79 0ND,-0.05814483389258385,0.9983081817626953,0.9983081817626953
1483,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"4,754",Northern Ireland-->Causeway Coast and Glens,"4,754","9,507",32990,0,Manufacturing,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1483,Causeway Coast and Glens,Northern Ireland,Causeway Coast and Glens,"4,754",Northern Ireland-->Causeway Coast and Glens,"4,754","9,507",32990,0,Manufacturing,,-0.2868032455444336,0.957989513874054,0.957989513874054
1484,Northern Ireland,Northern Ireland,Belfast,"34,000",Northern Ireland-->Belfast,"34,000","200,000",63990,2,Information And Communication,BT2 8DN,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1484,Belfast,Northern Ireland,Belfast,"34,000",Northern Ireland-->Belfast,"34,000","200,000",63990,2,Information And Communication,BT2 8DN,0.8936326503753662,0.448799192905426,0.448799192905426
1485,Northern Ireland,Northern Ireland,Mid Ulster,"4,898",Northern Ireland-->Mid Ulster,"4,898","9,796",32990,0,Manufacturing,BT45 8BZ,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1485,Mid Ulster,Northern Ireland,Mid Ulster,"4,898",Northern Ireland-->Mid Ulster,"4,898","9,796",32990,0,Manufacturing,BT45 8BZ,0.9730448722839355,0.23061588406562805,0.23061588406562805
1486,Northern Ireland,Northern Ireland,Lisburn and Castlereagh,"13,055",Northern Ireland-->Lisburn and Castlereagh,"13,055","49,002",77110,0,Administrative And Support Service Activities,BT17 9HY,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1486,Lisburn and Castlereagh,Northern Ireland,Lisburn and Castlereagh,"13,055",Northern Ireland-->Lisburn and Castlereagh,"13,055","49,002",77110,0,Administrative And Support Service Activities,BT17 9HY,0.5971586108207703,0.8021231889724731,0.8021231889724731
1487,Northern Ireland,Northern Ireland,Belfast,"22,195",Northern Ireland-->Belfast,"22,195","64,259",10830,0,Manufacturing,BT9 7ET,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1487,Belfast,Northern Ireland,Belfast,"22,195",Northern Ireland-->Belfast,"22,195","64,259",10830,0,Manufacturing,BT9 7ET,0.8936326503753662,0.448799192905426,0.448799192905426
1488,Northern Ireland,Northern Ireland,Belfast,"4,050",Northern Ireland-->Belfast,"4,050","8,100",62020,0,Information And Communication,BT7 3FR,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1488,Belfast,Northern Ireland,Belfast,"4,050",Northern Ireland-->Belfast,"4,050","8,100",62020,0,Information And Communication,BT7 3FR,0.8936326503753662,0.448799192905426,0.448799192905426
1489,Northern Ireland,Northern Ireland,Ards and North Down,"2,698",Northern Ireland-->Ards and North Down,"2,698","5,395",62020,0,Information And Communication,BT3 9DT,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1489,Ards and North Down,Northern Ireland,Ards and North Down,"2,698",Northern Ireland-->Ards and North Down,"2,698","5,395",62020,0,Information And Communication,BT3 9DT,-0.5000000596046448,0.8660253882408142,0.8660253882408142
1490,Northern Ireland,Northern Ireland,Belfast,"3,560",Northern Ireland-->Belfast,"3,560","7,120",46690,0,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT2 8LA,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1490,Belfast,Northern Ireland,Belfast,"3,560",Northern Ireland-->Belfast,"3,560","7,120",46690,0,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT2 8LA,0.8936326503753662,0.448799192905426,0.448799192905426
1491,Northern Ireland,Northern Ireland,Belfast,"81,000",Northern Ireland-->Belfast,"81,000","883,000",62020,9,Information And Communication,BT9 6AG,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1491,Belfast,Northern Ireland,Belfast,"81,000",Northern Ireland-->Belfast,"81,000","883,000",62020,9,Information And Communication,BT9 6AG,0.8936326503753662,0.448799192905426,0.448799192905426
1492,Northern Ireland,Northern Ireland,Fermanagh and Omagh,"1,000",Northern Ireland-->Fermanagh and Omagh,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1492,Fermanagh and Omagh,Northern Ireland,Fermanagh and Omagh,"1,000",Northern Ireland-->Fermanagh and Omagh,"1,000","9,000",96090,1,Other Service Activities,,-0.05814483389258385,0.9983081817626953,0.9983081817626953
1493,Northern Ireland,Northern Ireland,Fermanagh and Omagh,"1,500",Northern Ireland-->Fermanagh and Omagh,"1,500","10,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1493,Fermanagh and Omagh,Northern Ireland,Fermanagh and Omagh,"1,500",Northern Ireland-->Fermanagh and Omagh,"1,500","10,000",96090,1,Other Service Activities,,-0.05814483389258385,0.9983081817626953,0.9983081817626953
1494,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","1,615","Northern Ireland-->Newry, Mourne and Down","1,615","3,230",71121,0,"Professional, Scientific And Technical Activities",BT34 5YN,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1494,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","1,615","Northern Ireland-->Newry, Mourne and Down","1,615","3,230",71121,0,"Professional, Scientific And Technical Activities",BT34 5YN,-0.6862416863441467,0.7273736000061035,0.7273736000061035
1495,Northern Ireland,Northern Ireland,Belfast,"17,662",Northern Ireland-->Belfast,"17,662","44,155",10890,10,Manufacturing,BT17 0QL,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1495,Belfast,Northern Ireland,Belfast,"17,662",Northern Ireland-->Belfast,"17,662","44,155",10890,10,Manufacturing,BT17 0QL,0.8936326503753662,0.448799192905426,0.448799192905426
1496,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","3,800","Northern Ireland-->Armagh City, Banbridge and Craigavon","3,800","7,600",25110,0,Manufacturing,BT71 7ED,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1496,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","3,800","Northern Ireland-->Armagh City, Banbridge and Craigavon","3,800","7,600",25110,0,Manufacturing,BT71 7ED,0.3960797190666199,0.9182161092758179,0.9182161092758179
1497,Northern Ireland,Northern Ireland,Mid and East Antrim,"63,855",Northern Ireland-->Mid and East Antrim,"63,855","183,175",82990,0,Administrative And Support Service Activities,BT43 7QA,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1497,Mid and East Antrim,Northern Ireland,Mid and East Antrim,"63,855",Northern Ireland-->Mid and East Antrim,"63,855","183,175",82990,0,Administrative And Support Service Activities,BT43 7QA,1.0,1.2693582185363539e-08,1.2693582185363539e-08
1498,Northern Ireland,Northern Ireland,Belfast,"12,429",Northern Ireland-->Belfast,"12,429","24,858",38320,0,"Water Supply; Sewerage, Waste Management And Remediation Activities",BT11 9QX,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1498,Belfast,Northern Ireland,Belfast,"12,429",Northern Ireland-->Belfast,"12,429","24,858",38320,0,"Water Supply; Sewerage, Waste Management And Remediation Activities",BT11 9QX,0.8936326503753662,0.448799192905426,0.448799192905426
1499,Northern Ireland,Northern Ireland,Belfast,"15,000",Northern Ireland-->Belfast,"15,000","96,000",20590,3,Manufacturing,BT3 9DT,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1499,Belfast,Northern Ireland,Belfast,"15,000",Northern Ireland-->Belfast,"15,000","96,000",20590,3,Manufacturing,BT3 9DT,0.8936326503753662,0.448799192905426,0.448799192905426
1500,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","4,000","Northern Ireland-->Newry, Mourne and Down","4,000","10,000",71129,0,"Professional, Scientific And Technical Activities",BT35 6JQ,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1500,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","4,000","Northern Ireland-->Newry, Mourne and Down","4,000","10,000",71129,0,"Professional, Scientific And Technical Activities",BT35 6JQ,-0.6862416863441467,0.7273736000061035,0.7273736000061035
1501,Northern Ireland,Northern Ireland,Mid Ulster,640,Northern Ireland-->Mid Ulster,640,"1,280",20530,0,Manufacturing,BT70 1RX,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1501,Mid Ulster,Northern Ireland,Mid Ulster,640,Northern Ireland-->Mid Ulster,640,"1,280",20530,0,Manufacturing,BT70 1RX,0.9730448722839355,0.23061588406562805,0.23061588406562805
1502,Northern Ireland,Northern Ireland,Lisburn and Castlereagh,"6,435",Northern Ireland-->Lisburn and Castlereagh,"6,435","15,020",82990,0,Administrative And Support Service Activities,BT27 5JW,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1502,Lisburn and Castlereagh,Northern Ireland,Lisburn and Castlereagh,"6,435",Northern Ireland-->Lisburn and Castlereagh,"6,435","15,020",82990,0,Administrative And Support Service Activities,BT27 5JW,0.5971586108207703,0.8021231889724731,0.8021231889724731
1503,Sweden,Sweden,Mid Ulster,"11,000",Sweden-->Mid Ulster,"11,000","44,000",28923,0,Manufacturing,BT70 2HW,0.39607957005500793,-0.9182161688804626,-0.9182161688804626
1503,Mid Ulster,Sweden,Mid Ulster,"11,000",Sweden-->Mid Ulster,"11,000","44,000",28923,0,Manufacturing,BT70 2HW,0.9730448722839355,0.23061588406562805,0.23061588406562805
1504,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon",536,"Northern Ireland-->Armagh City, Banbridge and Craigavon",536,"1,072",17220,0,Manufacturing,BT66 7SD,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1504,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon",536,"Northern Ireland-->Armagh City, Banbridge and Craigavon",536,"1,072",17220,0,Manufacturing,BT66 7SD,0.3960797190666199,0.9182161092758179,0.9182161092758179
1505,Northern Ireland,Northern Ireland,Antrim and Newtownabbey,"5,224",Northern Ireland-->Antrim and Newtownabbey,"5,224","15,060",70229,0,"Professional, Scientific And Technical Activities",BT41 3BB,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1505,Antrim and Newtownabbey,Northern Ireland,Antrim and Newtownabbey,"5,224",Northern Ireland-->Antrim and Newtownabbey,"5,224","15,060",70229,0,"Professional, Scientific And Technical Activities",BT41 3BB,0.7660444378852844,0.6427875757217407,0.6427875757217407
1506,Northern Ireland,Northern Ireland,Lisburn and Castlereagh,500,Northern Ireland-->Lisburn and Castlereagh,500,"1,000",62020,0,Information And Communication,BT28 2DL,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1506,Lisburn and Castlereagh,Northern Ireland,Lisburn and Castlereagh,500,Northern Ireland-->Lisburn and Castlereagh,500,"1,000",62020,0,Information And Communication,BT28 2DL,0.5971586108207703,0.8021231889724731,0.8021231889724731
1507,Northern Ireland,Northern Ireland,Belfast,"1,850",Northern Ireland-->Belfast,"1,850","3,700",47990,0,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT12 5JL,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1507,Belfast,Northern Ireland,Belfast,"1,850",Northern Ireland-->Belfast,"1,850","3,700",47990,0,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT12 5JL,0.8936326503753662,0.448799192905426,0.448799192905426
1508,Northern Ireland,Northern Ireland,Mid Ulster,"4,700",Northern Ireland-->Mid Ulster,"4,700","9,719",71129,0,"Professional, Scientific And Technical Activities",,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1508,Mid Ulster,Northern Ireland,Mid Ulster,"4,700",Northern Ireland-->Mid Ulster,"4,700","9,719",71129,0,"Professional, Scientific And Technical Activities",,0.9730448722839355,0.23061588406562805,0.23061588406562805
1509,Northern Ireland,Northern Ireland,Ards and North Down,"14,400",Northern Ireland-->Ards and North Down,"14,400","54,720",82990,0,Administrative And Support Service Activities,BT20 4LE,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1509,Ards and North Down,Northern Ireland,Ards and North Down,"14,400",Northern Ireland-->Ards and North Down,"14,400","54,720",82990,0,Administrative And Support Service Activities,BT20 4LE,-0.5000000596046448,0.8660253882408142,0.8660253882408142
1510,Northern Ireland,Northern Ireland,Antrim and Newtownabbey,"10,000",Northern Ireland-->Antrim and Newtownabbey,"10,000","56,000",31020,2,Manufacturing,BT41 2RZ,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1510,Antrim and Newtownabbey,Northern Ireland,Antrim and Newtownabbey,"10,000",Northern Ireland-->Antrim and Newtownabbey,"10,000","56,000",31020,2,Manufacturing,BT41 2RZ,0.7660444378852844,0.6427875757217407,0.6427875757217407
1511,Northern Ireland,Northern Ireland,Belfast,"5,000",Northern Ireland-->Belfast,"5,000","12,500",46180,0,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT2 8GD,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1511,Belfast,Northern Ireland,Belfast,"5,000",Northern Ireland-->Belfast,"5,000","12,500",46180,0,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT2 8GD,0.8936326503753662,0.448799192905426,0.448799192905426
1512,Northern Ireland,Northern Ireland,"Newry, Mourne and Down","18,000","Northern Ireland-->Newry, Mourne and Down","18,000","125,000",10390,6,Manufacturing,BT34 4RY,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1512,"Newry, Mourne and Down",Northern Ireland,"Newry, Mourne and Down","18,000","Northern Ireland-->Newry, Mourne and Down","18,000","125,000",10390,6,Manufacturing,BT34 4RY,-0.6862416863441467,0.7273736000061035,0.7273736000061035
1513,Northern Ireland,Northern Ireland,Mid Ulster,"21,600",Northern Ireland-->Mid Ulster,"21,600","54,000",11050,0,Manufacturing,BT70 3LH,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1513,Mid Ulster,Northern Ireland,Mid Ulster,"21,600",Northern Ireland-->Mid Ulster,"21,600","54,000",11050,0,Manufacturing,BT70 3LH,0.9730448722839355,0.23061588406562805,0.23061588406562805
1514,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","2,500","Northern Ireland-->Armagh City, Banbridge and Craigavon","2,500","5,000",42990,0,Construction,BT62 1PT,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1514,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","2,500","Northern Ireland-->Armagh City, Banbridge and Craigavon","2,500","5,000",42990,0,Construction,BT62 1PT,0.3960797190666199,0.9182161092758179,0.9182161092758179
1515,Northern Ireland,Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1515,"Armagh City, Banbridge and Craigavon",Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","Northern Ireland-->Armagh City, Banbridge and Craigavon","1,000","9,000",96090,1,Other Service Activities,,0.3960797190666199,0.9182161092758179,0.9182161092758179
1516,Northern Ireland,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1516,Belfast,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,0.8936326503753662,0.448799192905426,0.448799192905426
1517,Northern Ireland,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1517,Belfast,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","9,000",96090,1,Other Service Activities,,0.8936326503753662,0.448799192905426,0.448799192905426
1518,Northern Ireland,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","18,000",96090,2,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
1518,Belfast,Northern Ireland,Belfast,"1,000",Northern Ireland-->Belfast,"1,000","18,000",96090,2,Other Service Activities,,0.8936326503753662,0.448799192905426,0.448799192905426
1519,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"1,000",Northern Ireland-->Causeway Coast and Glens,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
