Source,Target,Weight,total,NoJobs,SIC,SICsector,Postcode
Northern Ireland,"Newry, Mourne and Down","2,560","6,400",0,62020,Information And Communication,BT35 9JH
Northern Ireland,Belfast,"10,000","20,000",0,62010,Information And Communication,BT15 3GZ
Northern Ireland,Mid Ulster,"26,250","150,000",1,28920,Manufacturing,BT71 6LA
Northern Ireland,Belfast,"4,125","8,250",0,71129,"Professional, Scientific And Technical Activities",BT3 9ED
Northern Ireland,Antrim and Newtownabbey,"14,700","30,000",0,21200,Manufacturing,BT2 7JD
Northern Ireland,Mid Ulster,"3,484","6,968",0,25110,Manufacturing,BT70 3DS
Northern Ireland,Mid Ulster,"20,760","51,900",0,25620,Manufacturing,BT45 8AF
Northern Ireland,Causeway Coast and Glens,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"4,000","8,163",0,55100,Accommodation And Food Service Activities,BT9 6RU
Northern Ireland,Lisburn and Castlereagh,"14,848","33,645",0,82990,Administrative And Support Service Activities,BT28 2BP
Northern Ireland,Belfast,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,"1,500","10,000",1,96090,Other Service Activities,BT36 7ST
Northern Ireland,Causeway Coast and Glens,"4,960","11,022",0,27900,Manufacturing,BT53 7JE
Northern Ireland,Mid and East Antrim,"5,000","10,000",0,25110,Manufacturing,BT42 4RA
Northern Ireland,Mid and East Antrim,"1,740","3,480",0,25110,Manufacturing,BT42 4RA
Northern Ireland,Mid Ulster,"2,375","4,750",0,25110,Manufacturing,BT70 3DS
Northern Ireland,Belfast,"5,690","11,380",0,70229,"Professional, Scientific And Technical Activities",BT12 7DU
Northern Ireland,"Armagh City, Banbridge and Craigavon","3,000","18,200",1,32990,Manufacturing,BT61 8EZ
Hong Kong,Belfast,"38,900","265,500",5,62020,Information And Communication,BT2 8LA
Northern Ireland,"Armagh City, Banbridge and Craigavon","12,000","60,000",1,28302,Manufacturing,BT61 9SF
Northern Ireland,"Newry, Mourne and Down","46,000","110,000",1,29202,Manufacturing,BT31 9SR
Northern Ireland,Belfast,"2,535","5,633",0,47510,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,
Northern Ireland,Belfast,"60,000","170,000",1,55100,Accommodation And Food Service Activities,BT4 3LP
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"5,000","10,639",0,96090,Other Service Activities,BT92 0AD
Northern Ireland,"Armagh City, Banbridge and Craigavon","3,375","9,080",0,25990,Manufacturing,BT63 5ZE
Northern Ireland,Derry City and Strabane,"23,200","58,000",1,71129,"Professional, Scientific And Technical Activities",BT47 3XX
Northern Ireland,Mid Ulster,"25,000","69,120",0,28923,Manufacturing,BT70 2NG
Northern Ireland,Derry City and Strabane,"25,000","63,180",0,46439,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT47 3RR
Northern Ireland,Mid Ulster,"23,982","64,965",0,62012,Information And Communication,BT70 1RP
Northern Ireland,Lisburn and Castlereagh,"32,340","53,900",0,70229,"Professional, Scientific And Technical Activities",BT16 1YJ
Northern Ireland,Lisburn and Castlereagh,"9,960","55,200",0,82920,Administrative And Support Service Activities,BT27 5LP
Northern Ireland,Belfast,"5,000","12,000",0,62020,Information And Communication,BT7 3FR
Northern Ireland,"Armagh City, Banbridge and Craigavon","4,950","9,900",0,25290,Manufacturing,BT60 2HF
Northern Ireland,Lisburn and Castlereagh,"210,000","1,484,459",30,25110,Manufacturing,
Northern Ireland,Belfast,"25,980","34,640",0,26110,Manufacturing,BT9 6EX
United States,"Newry, Mourne and Down","3,185","6,500",0,30300,Manufacturing,BT34 4NG
Northern Ireland,Lisburn and Castlereagh,"5,000","10,000",0,25110,Manufacturing,
Northern Ireland,Antrim and Newtownabbey,"6,182","12,364",0,71111,"Professional, Scientific And Technical Activities",BT36 7NE
Northern Ireland,Derry City and Strabane,630,"1,260",0,96020,Other Service Activities,BT48 7AT
Northern Ireland,Belfast,"3,893","9,950",0,71200,"Professional, Scientific And Technical Activities",BT16 1QQ
Northern Ireland,Fermanagh and Omagh,"5,000","14,400",0,14190,Manufacturing,BT78 5EJ
Northern Ireland,Mid Ulster,"6,664","14,809",0,27900,Manufacturing,BT45 8EY
Northern Ireland,Derry City and Strabane,"25,000","204,500",3,62010,Information And Communication,BT48 7TG
Northern Ireland,"Newry, Mourne and Down","21,688","48,195",0,25620,Manufacturing,BT33 0LZ
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Newry, Mourne and Down","1,000","9,000",1,70229,"Professional, Scientific And Technical Activities",
Northern Ireland,Mid Ulster,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"4,000","8,163",0,72100,"Professional, Scientific And Technical Activities",BT3 9DZ
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Newry, Mourne and Down","7,000","32,000",1,10710,Manufacturing,BT35 8QB
Northern Ireland,Mid and East Antrim,"37,600","98,000",1,23610,Manufacturing,BT42 4QH
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","18,000",2,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Ards and North Down,"17,402","48,880",1,62012,Information And Communication,BT19 7QT
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96020,Other Service Activities,
Northern Ireland,Derry City and Strabane,"3,552","10,677",0,28920,Manufacturing,BT79 8EQ
Northern Ireland,Derry City and Strabane,"5,000","17,311",0,28920,Manufacturing,BT79 8EQ
Northern Ireland,Derry City and Strabane,"8,640","25,600",0,74200,"Professional, Scientific And Technical Activities",BT47 6FA
Northern Ireland,Belfast,"3,881","7,762",0,43210,Construction,BT9 7ET
Northern Ireland,Lisburn and Castlereagh,"8,340","29,650",1,20200,Manufacturing,BT16 1QT
Northern Ireland,Fermanagh and Omagh,"3,920","8,000",0,16100,Manufacturing,BT79 0EU
Northern Ireland,"Newry, Mourne and Down","4,000","10,000",0,70229,"Professional, Scientific And Technical Activities",BT35 6QH
Northern Ireland,Mid Ulster,"4,650","9,300",0,71129,"Professional, Scientific And Technical Activities",BT69 6HD
Northern Ireland,Fermanagh and Omagh,"1,150","2,300",0,26400,Manufacturing,BT92 0JE
Northern Ireland,Derry City and Strabane,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid and East Antrim,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Lisburn and Castlereagh,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"20,000","20,000",0,62090,Information And Communication,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Ards and North Down,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,"Newry, Mourne and Down","1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"26,056","34,742",0,20130,Manufacturing,BT38 7PR
Northern Ireland,Ards and North Down,"6,000","44,052",3,85590,Education,BT23 5ES
Northern Ireland,Fermanagh and Omagh,"4,800","12,000",0,93199,"Arts, Entertainment And Recreation",BT93 2BB
Northern Ireland,Belfast,"9,600","24,000",0,82200,Administrative And Support Service Activities,BT2 8GD
Northern Ireland,Fermanagh and Omagh,"20,000","20,000",0,64999,Financial And Insurance Activities,BT78 3EJ
Northern Ireland,Causeway Coast and Glens,"5,880","12,000",0,25620,Manufacturing,BT51 5TE
Northern Ireland,Fermanagh and Omagh,"1,200","2,400",0,43999,Construction,BT78 5LU
Northern Ireland,Causeway Coast and Glens,"20,000","20,000",0,62090,Information And Communication,BT55 7AE
Northern Ireland,Antrim and Newtownabbey,860,"1,720",0,47910,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT29 4DT
Northern Ireland,Derry City and Strabane,"20,000","20,000",0,23610,Manufacturing,BT40 2SF
Northern Ireland,Mid and East Antrim,"1,060","2,120",0,32990,Manufacturing,BT38 7AW
Northern Ireland,Fermanagh and Omagh,"19,236","84,762",2,47789,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT78 1EE
Switzerland,Causeway Coast and Glens,"30,896","77,240",2,32990,Manufacturing,BT54 6PJ
Northern Ireland,Fermanagh and Omagh,"14,000","66,000",2,32990,Manufacturing,BT92 0LE
Northern Ireland,Mid Ulster,"4,000","8,163",0,52230,Transportation And Storage,BT29 4AB
Northern Ireland,Mid Ulster,"1,596","3,191",0,71129,"Professional, Scientific And Technical Activities",BT69 6HD
Northern Ireland,Causeway Coast and Glens,"38,115","88,132",0,62020,Information And Communication,BT51 3AH
Northern Ireland,Mid Ulster,"14,700","30,000",0,71129,"Professional, Scientific And Technical Activities",BT45 8JQ
Northern Ireland,Belfast,"1,000","9,000",0,53100,Transportation And Storage,
Northern Ireland,Belfast,"2,613","5,225",0,62010,Information And Communication,BT3 9DT
Northern Ireland,"Newry, Mourne and Down","20,250","40,500",0,63110,Information And Communication,BT34 1TN
Northern Ireland,Lisburn and Castlereagh,"24,750","54,999",0,63110,Information And Communication,BT8 7QN
Northern Ireland,Belfast,495,990,0,47290,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT12 6LS
Northern Ireland,Lisburn and Castlereagh,"44,200","110,500",1,20411,Manufacturing,BT23 6ND
Northern Ireland,Mid and East Antrim,"4,000","8,163",0,25110,Manufacturing,BT42 3DB
Northern Ireland,Belfast,"3,123","6,375",0,62010,Information And Communication,BT2 8FE
Northern Ireland,"Newry, Mourne and Down","1,725","3,450",0,27900,Manufacturing,BT35 6QH
Northern Ireland,Causeway Coast and Glens,"20,000","120,000",4,14120,Manufacturing,BT51 5UZ
Northern Ireland,Mid Ulster,"1,508","3,015",0,20301,Manufacturing,BT80 9HG
Northern Ireland,Causeway Coast and Glens,"18,994","25,325",0,10410,Manufacturing,
Northern Ireland,Ards and North Down,"21,000","106,000",3,10710,Manufacturing,BT19 7QY
Northern Ireland,Mid Ulster,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Causeway Coast and Glens,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","27,000",3,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,"4,000","8,163",0,43999,Construction,BT36 4RN
Northern Ireland,Lisburn and Castlereagh,"3,200","8,000",0,62020,Information And Communication,BT8 8BZ
Northern Ireland,"Newry, Mourne and Down","4,000","8,163",0,10890,Manufacturing,BT34 2QU
Northern Ireland,Belfast,"4,000","8,163",0,62012,Information And Communication,BT3 9JU
Northern Ireland,Belfast,"49,600","248,000",3,62020,Information And Communication,BT3 9DT
Northern Ireland,Mid Ulster,"4,000","8,000",0,27120,Manufacturing,BT80 9NT
Northern Ireland,Derry City and Strabane,"25,000","75,000",1,14190,Manufacturing,BT47 2AB
Northern Ireland,Mid Ulster,"15,922","66,544",0,25620,Manufacturing,BT68 4XP
Northern Ireland,"Newry, Mourne and Down","4,000","8,163",0,25110,Manufacturing,BT31 9LA
Northern Ireland,Causeway Coast and Glens,"4,000","8,163",0,82990,Administrative And Support Service Activities,BT55 7AE
Northern Ireland,Lisburn and Castlereagh,"2,835","5,670",0,32500,Manufacturing,BT28 2BP
Northern Ireland,Mid and East Antrim,"4,000","8,163",0,23320,Manufacturing,BT44 8AG
Northern Ireland,Mid and East Antrim,"3,920","8,000",0,28302,Manufacturing,BT42 2PJ
Northern Ireland,Belfast,"4,338","14,478",0,80100,Administrative And Support Service Activities,BT3 9QQ
Northern Ireland,Fermanagh and Omagh,"4,000","8,163",0,10890,Manufacturing,BT77 0AX
Northern Ireland,"Armagh City, Banbridge and Craigavon","4,750","9,500",0,13923,Manufacturing,BT32 4QU
Northern Ireland,"Newry, Mourne and Down","4,000","8,163",0,20590,Manufacturing,BT35 8SQ
Northern Ireland,"Armagh City, Banbridge and Craigavon","4,000","8,163",0,22290,Manufacturing,BT61 8AE
Northern Ireland,Belfast,"28,000","70,000",2,72190,"Professional, Scientific And Technical Activities",BT17 0QL
Northern Ireland,Lisburn and Castlereagh,"15,000","33,000",0,62012,Information And Communication,BT26 6AW
Northern Ireland,"Newry, Mourne and Down","4,000","8,163",0,30920,Manufacturing,BT34 4YJ
Northern Ireland,Fermanagh and Omagh,"7,000","37,440",1,45110,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT93 3FX
Northern Ireland,Ards and North Down,"4,000","8,163",0,31010,Manufacturing,BT23 7AJ
Northern Ireland,Mid Ulster,"4,000","8,163",0,82990,Administrative And Support Service Activities,BT71 6HU
Northern Ireland,"Armagh City, Banbridge and Craigavon","4,000","8,163",0,10390,Manufacturing,BT61 8PY
Northern Ireland,Causeway Coast and Glens,"50,000","758,798",25,82990,Administrative And Support Service Activities,BT53 6BD
Northern Ireland,"Newry, Mourne and Down","20,000","20,000",0,32990,Manufacturing,BT24 8PZ
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"96,000","677,000",12,24200,Manufacturing,BT48 8SE
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"20,000","20,000",0,21200,Manufacturing,BT78 5QP
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,BT12 5DR
Northern Ireland,Ards and North Down,"2,470","4,940",0,80200,Administrative And Support Service Activities,BT3 9HB
Northern Ireland,Mid and East Antrim,"28,000","111,760",4,27900,Manufacturing,BT42 4QJ
Northern Ireland,Derry City and Strabane,"6,120","17,400",0,20411,Manufacturing,BT48 8SE
Northern Ireland,Mid Ulster,"14,000","84,000",2,25990,Manufacturing,BT45 7AP
Northern Ireland,Fermanagh and Omagh,"10,000","33,900",0,80100,Administrative And Support Service Activities,BT92 0FP
Northern Ireland,Mid Ulster,"12,771","36,668",0,55100,Accommodation And Food Service Activities,BT76 0BZ
Northern Ireland,"Armagh City, Banbridge and Craigavon","4,000","8,163",0,70229,"Professional, Scientific And Technical Activities",BT63 5LY
Northern Ireland,"Newry, Mourne and Down","4,000","8,163",0,62010,Information And Communication,
Northern Ireland,Derry City and Strabane,"4,000","8,163",0,81222,Administrative And Support Service Activities,BT47 3PF
Northern Ireland,Belfast,"4,000","8,163",0,59132,Information And Communication,BT9 7EY
Northern Ireland,Antrim and Newtownabbey,905,"1,810",0,14190,Manufacturing,BT39 0TG
Northern Ireland,"Newry, Mourne and Down","4,000","8,163",0,38320,"Water Supply; Sewerage, Waste Management And Remediation Activities",BT35 6JQ
Northern Ireland,"Newry, Mourne and Down","14,000","72,000",2,93199,"Arts, Entertainment And Recreation",BT31 9BU
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,"Newry, Mourne and Down",882,"1,800",0,71129,"Professional, Scientific And Technical Activities",BT35 7NH
Northern Ireland,"Armagh City, Banbridge and Craigavon","4,000","8,163",0,15120,Manufacturing,BT25 2PJ
Northern Ireland,Antrim and Newtownabbey,"1,838","3,750",0,62012,Information And Communication,BT39 0AP
Northern Ireland,Ards and North Down,"4,000","8,163",0,25610,Manufacturing,BT23 5PW
Northern Ireland,Derry City and Strabane,"1,164","2,375",0,47789,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT47 2AB
Northern Ireland,Ards and North Down,"8,000","20,000",0,10890,Manufacturing,
Northern Ireland,Mid Ulster,"49,800","256,200",6,25620,Manufacturing,
Northern Ireland,Belfast,"4,000","10,000",0,27520,Manufacturing,BT28 2TH
Northern Ireland,Belfast,"1,887","3,850",0,55100,Accommodation And Food Service Activities,BT9 6DY
Northern Ireland,Belfast,"4,000","8,163",0,10821,Manufacturing,BT9 6LG
Northern Ireland,Belfast,"4,000","8,163",0,14190,Manufacturing,BT9 6FJ
Northern Ireland,Lisburn and Castlereagh,"4,000","8,163",0,77390,Administrative And Support Service Activities,BT8 8DJ
Northern Ireland,Ards and North Down,"4,000","10,000",0,62010,Information And Communication,
Northern Ireland,Ards and North Down,"6,919","15,375",0,80200,Administrative And Support Service Activities,BT3 9HB
Northern Ireland,Fermanagh and Omagh,"1,103","2,250",0,55209,Accommodation And Food Service Activities,BT74 6HX
Northern Ireland,"Newry, Mourne and Down","4,000","10,000",0,32990,Manufacturing,BT24 8PZ
