ID
Causeway Coast and Glens
Derry City and Strabane
Belfast
Fermanagh and Omagh
Lisburn and Castlereagh
Lisburn and Castlereagh
Mid Ulster
Antrim and Newtownabbey
Mid Ulster
Antrim and Newtownabbey
Mid and East Antrim
Ards and North Down
Causeway Coast and Glens
Antrim and Newtownabbey
"Newry, Mourne and Down"
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Lisburn and Castlereagh
Belfast
"Newry, Mourne and Down"
Antrim and Newtownabbey
Derry City and Strabane
Antrim and Newtownabbey
"Armagh City, Banbridge and Craigavon"
Mid Ulster
Mid Ulster
Fermanagh and Omagh
Belfast
Belfast
Belfast
Lisburn and Castlereagh
Belfast
"Armagh City, Banbridge and Craigavon"
Lisburn and Castlereagh
Mid Ulster
"Armagh City, Banbridge and Craigavon"
Mid and East Antrim
Belfast
Belfast
Fermanagh and Omagh
Fermanagh and Omagh
Lisburn and Castlereagh
"Newry, Mourne and Down"
Mid and East Antrim
"Armagh City, Banbridge and Craigavon"
Mid Ulster
Belfast
Causeway Coast and Glens
Belfast
"Armagh City, Banbridge and Craigavon"
Belfast
"Armagh City, Banbridge and Craigavon"
Fermanagh and Omagh
Mid Ulster
Belfast
Belfast
Fermanagh and Omagh
Lisburn and Castlereagh
Belfast
Lisburn and Castlereagh
Lisburn and Castlereagh
Lisburn and Castlereagh
"Armagh City, Banbridge and Craigavon"
Antrim and Newtownabbey
Belfast
Antrim and Newtownabbey
Mid and East Antrim
Antrim and Newtownabbey
Mid Ulster
"Newry, Mourne and Down"
Belfast
Belfast
"Newry, Mourne and Down"
Mid Ulster
Mid Ulster
Antrim and Newtownabbey
Belfast
Fermanagh and Omagh
Mid Ulster
Belfast
Lisburn and Castlereagh
Fermanagh and Omagh
Antrim and Newtownabbey
"Newry, Mourne and Down"
"Armagh City, Banbridge and Craigavon"
"Armagh City, Banbridge and Craigavon"
Mid Ulster
"Armagh City, Banbridge and Craigavon"
Fermanagh and Omagh
"Armagh City, Banbridge and Craigavon"
"Newry, Mourne and Down"
Belfast
Derry City and Strabane
Belfast
Derry City and Strabane
Lisburn and Castlereagh
Fermanagh and Omagh
"Newry, Mourne and Down"
Lisburn and Castlereagh
Ards and North Down
Antrim and Newtownabbey
Causeway Coast and Glens
Belfast
Lisburn and Castlereagh
Belfast
"Newry, Mourne and Down"
"Armagh City, Banbridge and Craigavon"
Causeway Coast and Glens
Derry City and Strabane
Lisburn and Castlereagh
"Armagh City, Banbridge and Craigavon"
Antrim and Newtownabbey
Belfast
Belfast
Derry City and Strabane
"Armagh City, Banbridge and Craigavon"
"Armagh City, Banbridge and Craigavon"
"Newry, Mourne and Down"
Lisburn and Castlereagh
Lisburn and Castlereagh
Antrim and Newtownabbey
Lisburn and Castlereagh
Antrim and Newtownabbey
Mid and East Antrim
Derry City and Strabane
"Newry, Mourne and Down"
"Armagh City, Banbridge and Craigavon"
Belfast
Belfast
Causeway Coast and Glens
Derry City and Strabane
Antrim and Newtownabbey
Lisburn and Castlereagh
Causeway Coast and Glens
"Armagh City, Banbridge and Craigavon"
Mid Ulster
"Armagh City, Banbridge and Craigavon"
Mid Ulster
"Newry, Mourne and Down"
Fermanagh and Omagh
Mid and East Antrim
Derry City and Strabane
Belfast
Mid Ulster
Mid Ulster
Mid Ulster
Fermanagh and Omagh
Belfast
Belfast
Ards and North Down
Belfast
Belfast
Belfast
Mid and East Antrim
Mid Ulster
Fermanagh and Omagh
Mid and East Antrim
Mid Ulster
Mid Ulster
"Armagh City, Banbridge and Craigavon"
Fermanagh and Omagh
Belfast
Belfast
Ards and North Down
""
Antrim and Newtownabbey
Antrim and Newtownabbey
Belfast
"Newry, Mourne and Down"
Fermanagh and Omagh
Mid and East Antrim
Antrim and Newtownabbey
Derry City and Strabane
Causeway Coast and Glens
Derry City and Strabane
Derry City and Strabane
Fermanagh and Omagh
Derry City and Strabane
Lisburn and Castlereagh
Mid and East Antrim
Derry City and Strabane
Derry City and Strabane
Belfast
"Newry, Mourne and Down"
Belfast
Mid Ulster
Mid Ulster
Belfast
Antrim and Newtownabbey
Belfast
Mid Ulster
Derry City and Strabane
Mid Ulster
Belfast
Causeway Coast and Glens
Belfast
Belfast
Mid Ulster
"Newry, Mourne and Down"
Derry City and Strabane
Belfast
Belfast
Antrim and Newtownabbey
Lisburn and Castlereagh
Derry City and Strabane
Antrim and Newtownabbey
Antrim and Newtownabbey
Belfast
Antrim and Newtownabbey
Belfast
Belfast
Belfast
Ards and North Down
Antrim and Newtownabbey
Belfast
Antrim and Newtownabbey
Antrim and Newtownabbey
"Newry, Mourne and Down"
"Armagh City, Banbridge and Craigavon"
"Armagh City, Banbridge and Craigavon"
"Newry, Mourne and Down"
Causeway Coast and Glens
Antrim and Newtownabbey
Mid Ulster
Antrim and Newtownabbey
Mid Ulster
"Armagh City, Banbridge and Craigavon"
Derry City and Strabane
Belfast
Belfast
Lisburn and Castlereagh
Derry City and Strabane
Ards and North Down
Mid Ulster
Belfast
Belfast
Causeway Coast and Glens
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Mid Ulster
Derry City and Strabane
Lisburn and Castlereagh
Derry City and Strabane
Belfast
"Armagh City, Banbridge and Craigavon"
Mid and East Antrim
"Armagh City, Banbridge and Craigavon"
"Armagh City, Banbridge and Craigavon"
Fermanagh and Omagh
"Newry, Mourne and Down"
Lisburn and Castlereagh
Derry City and Strabane
Mid Ulster
Belfast
Ards and North Down
Mid and East Antrim
Ards and North Down
"Newry, Mourne and Down"
Mid Ulster
Mid Ulster
Belfast
Belfast
Causeway Coast and Glens
Belfast
Belfast
Fermanagh and Omagh
Belfast
Belfast
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Derry City and Strabane
Ards and North Down
Belfast
Belfast
Ards and North Down
Antrim and Newtownabbey
Derry City and Strabane
Mid Ulster
Ards and North Down
Belfast
"Armagh City, Banbridge and Craigavon"
Belfast
Ards and North Down
Mid and East Antrim
Causeway Coast and Glens
"Newry, Mourne and Down"
"Armagh City, Banbridge and Craigavon"
Lisburn and Castlereagh
Fermanagh and Omagh
"Armagh City, Banbridge and Craigavon"
Belfast
Mid Ulster
Belfast
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Fermanagh and Omagh
Lisburn and Castlereagh
Mid Ulster
Fermanagh and Omagh
Ards and North Down
Antrim and Newtownabbey
Derry City and Strabane
Ards and North Down
Ards and North Down
Belfast
Mid and East Antrim
Belfast
Derry City and Strabane
Derry City and Strabane
Belfast
"Armagh City, Banbridge and Craigavon"
Derry City and Strabane
Derry City and Strabane
Belfast
Derry City and Strabane
Antrim and Newtownabbey
Derry City and Strabane
"Newry, Mourne and Down"
Belfast
"Armagh City, Banbridge and Craigavon"
Derry City and Strabane
Belfast
Mid and East Antrim
Derry City and Strabane
Belfast
Causeway Coast and Glens
"Newry, Mourne and Down"
Fermanagh and Omagh
Antrim and Newtownabbey
Belfast
Mid Ulster
Belfast
Causeway Coast and Glens
Mid and East Antrim
Derry City and Strabane
Causeway Coast and Glens
Lisburn and Castlereagh
Mid Ulster
Fermanagh and Omagh
Mid and East Antrim
Causeway Coast and Glens
Belfast
Mid Ulster
Mid Ulster
Mid and East Antrim
Antrim and Newtownabbey
Mid Ulster
"Newry, Mourne and Down"
Belfast
"Armagh City, Banbridge and Craigavon"
Lisburn and Castlereagh
Antrim and Newtownabbey
Belfast
"Newry, Mourne and Down"
Mid Ulster
Derry City and Strabane
Belfast
Belfast
Derry City and Strabane
Ards and North Down
Belfast
Belfast
Belfast
Mid Ulster
Derry City and Strabane
Belfast
Belfast
Belfast
Causeway Coast and Glens
Lisburn and Castlereagh
Antrim and Newtownabbey
"Newry, Mourne and Down"
Belfast
Mid Ulster
Lisburn and Castlereagh
Belfast
Belfast
Derry City and Strabane
Derry City and Strabane
Antrim and Newtownabbey
"Newry, Mourne and Down"
Lisburn and Castlereagh
Belfast
Lisburn and Castlereagh
Causeway Coast and Glens
Causeway Coast and Glens
Derry City and Strabane
Fermanagh and Omagh
Mid Ulster
Antrim and Newtownabbey
Ards and North Down
Lisburn and Castlereagh
Mid Ulster
Antrim and Newtownabbey
Belfast
Causeway Coast and Glens
Belfast
Derry City and Strabane
Causeway Coast and Glens
Lisburn and Castlereagh
Lisburn and Castlereagh
Derry City and Strabane
Belfast
Ards and North Down
Mid Ulster
Mid and East Antrim
Antrim and Newtownabbey
Derry City and Strabane
Lisburn and Castlereagh
Mid and East Antrim
Fermanagh and Omagh
Causeway Coast and Glens
Antrim and Newtownabbey
Belfast
Causeway Coast and Glens
Belfast
"Newry, Mourne and Down"
Belfast
"Armagh City, Banbridge and Craigavon"
Belfast
Mid and East Antrim
Causeway Coast and Glens
"Armagh City, Banbridge and Craigavon"
Derry City and Strabane
Mid and East Antrim
Belfast
Mid and East Antrim
Ards and North Down
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Ards and North Down
Belfast
Mid Ulster
"Newry, Mourne and Down"
Mid and East Antrim
Causeway Coast and Glens
"Armagh City, Banbridge and Craigavon"
Belfast
Derry City and Strabane
"Newry, Mourne and Down"
"Armagh City, Banbridge and Craigavon"
Lisburn and Castlereagh
"Armagh City, Banbridge and Craigavon"
Derry City and Strabane
"Newry, Mourne and Down"
Causeway Coast and Glens
Causeway Coast and Glens
Belfast
Belfast
Derry City and Strabane
Fermanagh and Omagh
Derry City and Strabane
Derry City and Strabane
"Armagh City, Banbridge and Craigavon"
Derry City and Strabane
"Newry, Mourne and Down"
Belfast
Belfast
"Armagh City, Banbridge and Craigavon"
Fermanagh and Omagh
Fermanagh and Omagh
Belfast
Derry City and Strabane
Mid Ulster
Belfast
Mid and East Antrim
Mid and East Antrim
Mid and East Antrim
"Newry, Mourne and Down"
Mid and East Antrim
Belfast
"Newry, Mourne and Down"
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Mid Ulster
"Armagh City, Banbridge and Craigavon"
Ards and North Down
Mid Ulster
Belfast
Mid Ulster
Belfast
Belfast
Belfast
Derry City and Strabane
Belfast
Belfast
Belfast
Belfast
Derry City and Strabane
Derry City and Strabane
Belfast
"Newry, Mourne and Down"
Causeway Coast and Glens
Derry City and Strabane
Mid and East Antrim
Derry City and Strabane
Derry City and Strabane
Mid Ulster
"Newry, Mourne and Down"
Belfast
Antrim and Newtownabbey
"Armagh City, Banbridge and Craigavon"
Belfast
Derry City and Strabane
Fermanagh and Omagh
Belfast
Belfast
Belfast
Derry City and Strabane
Belfast
Derry City and Strabane
Belfast
Belfast
Derry City and Strabane
Derry City and Strabane
Mid Ulster
Belfast
Belfast
Causeway Coast and Glens
Belfast
Lisburn and Castlereagh
Belfast
Fermanagh and Omagh
Belfast
Ards and North Down
Mid Ulster
Belfast
Antrim and Newtownabbey
Causeway Coast and Glens
"Newry, Mourne and Down"
Belfast
Causeway Coast and Glens
Belfast
Mid Ulster
Belfast
"Newry, Mourne and Down"
Belfast
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Belfast
Belfast
Belfast
Mid Ulster
Belfast
Causeway Coast and Glens
"Newry, Mourne and Down"
Antrim and Newtownabbey
"Armagh City, Banbridge and Craigavon"
Belfast
Belfast
Mid and East Antrim
Belfast
Belfast
Belfast
Derry City and Strabane
"Armagh City, Banbridge and Craigavon"
"Armagh City, Banbridge and Craigavon"
Fermanagh and Omagh
"Newry, Mourne and Down"
"Armagh City, Banbridge and Craigavon"
"Newry, Mourne and Down"
Lisburn and Castlereagh
Belfast
Mid Ulster
Mid Ulster
Lisburn and Castlereagh
Antrim and Newtownabbey
Mid Ulster
Fermanagh and Omagh
Belfast
Lisburn and Castlereagh
Fermanagh and Omagh
Belfast
Derry City and Strabane
Belfast
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Belfast
Ards and North Down
Mid Ulster
Ards and North Down
"Armagh City, Banbridge and Craigavon"
Mid Ulster
Mid Ulster
Derry City and Strabane
Causeway Coast and Glens
Mid Ulster
Belfast
Belfast
Belfast
Mid Ulster
Fermanagh and Omagh
"Newry, Mourne and Down"
Mid Ulster
Mid Ulster
Causeway Coast and Glens
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Belfast
Mid Ulster
Belfast
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Mid Ulster
Mid Ulster
Ards and North Down
Fermanagh and Omagh
Belfast
Causeway Coast and Glens
Derry City and Strabane
Mid Ulster
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Causeway Coast and Glens
Derry City and Strabane
Lisburn and Castlereagh
Belfast
Lisburn and Castlereagh
"Armagh City, Banbridge and Craigavon"
Ards and North Down
Mid Ulster
Belfast
Lisburn and Castlereagh
"Newry, Mourne and Down"
Belfast
Causeway Coast and Glens
Ards and North Down
Causeway Coast and Glens
Mid Ulster
Causeway Coast and Glens
Derry City and Strabane
Causeway Coast and Glens
Causeway Coast and Glens
Belfast
Mid Ulster
Antrim and Newtownabbey
"Newry, Mourne and Down"
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Belfast
Mid Ulster
""
"Armagh City, Banbridge and Craigavon"
Mid Ulster
Belfast
Ards and North Down
"Armagh City, Banbridge and Craigavon"
"Newry, Mourne and Down"
Mid and East Antrim
"Newry, Mourne and Down"
Belfast
"Newry, Mourne and Down"
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Antrim and Newtownabbey
Belfast
Derry City and Strabane
Belfast
Belfast
Lisburn and Castlereagh
Belfast
"Newry, Mourne and Down"
Lisburn and Castlereagh
Fermanagh and Omagh
Belfast
Belfast
Ards and North Down
"Newry, Mourne and Down"
Causeway Coast and Glens
Ards and North Down
"Armagh City, Banbridge and Craigavon"
Mid and East Antrim
Antrim and Newtownabbey
Belfast
Fermanagh and Omagh
Fermanagh and Omagh
Derry City and Strabane
Belfast
Causeway Coast and Glens
Belfast
"Armagh City, Banbridge and Craigavon"
"Armagh City, Banbridge and Craigavon"
Antrim and Newtownabbey
"Armagh City, Banbridge and Craigavon"
Mid Ulster
Belfast
"Newry, Mourne and Down"
Ards and North Down
Belfast
Fermanagh and Omagh
Antrim and Newtownabbey
Causeway Coast and Glens
Belfast
Causeway Coast and Glens
Derry City and Strabane
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Belfast
Belfast
Belfast
Mid Ulster
Ards and North Down
Derry City and Strabane
Derry City and Strabane
Belfast
Belfast
Belfast
Lisburn and Castlereagh
Belfast
Belfast
Belfast
Belfast
Belfast
Fermanagh and Omagh
Belfast
Belfast
Lisburn and Castlereagh
Belfast
Belfast
Belfast
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Causeway Coast and Glens
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Belfast
Belfast
Fermanagh and Omagh
"Armagh City, Banbridge and Craigavon"
Lisburn and Castlereagh
Fermanagh and Omagh
Mid and East Antrim
Ards and North Down
Mid Ulster
Causeway Coast and Glens
Fermanagh and Omagh
Belfast
Causeway Coast and Glens
"Armagh City, Banbridge and Craigavon"
"Newry, Mourne and Down"
Belfast
Belfast
Lisburn and Castlereagh
"Armagh City, Banbridge and Craigavon"
Belfast
Mid Ulster
"Armagh City, Banbridge and Craigavon"
"Newry, Mourne and Down"
Mid and East Antrim
Mid Ulster
"Armagh City, Banbridge and Craigavon"
Derry City and Strabane
Fermanagh and Omagh
Mid Ulster
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Belfast
Belfast
Ards and North Down
Fermanagh and Omagh
Lisburn and Castlereagh
"Newry, Mourne and Down"
Belfast
Belfast
Belfast
Mid and East Antrim
Derry City and Strabane
Belfast
"Armagh City, Banbridge and Craigavon"
Mid and East Antrim
Mid Ulster
Belfast
Belfast
Belfast
Antrim and Newtownabbey
Belfast
Belfast
Belfast
Belfast
Belfast
Mid Ulster
Antrim and Newtownabbey
Causeway Coast and Glens
Mid Ulster
Fermanagh and Omagh
Fermanagh and Omagh
Derry City and Strabane
"Newry, Mourne and Down"
Fermanagh and Omagh
Fermanagh and Omagh
Belfast
"Armagh City, Banbridge and Craigavon"
Belfast
Lisburn and Castlereagh
"Armagh City, Banbridge and Craigavon"
Antrim and Newtownabbey
Causeway Coast and Glens
Derry City and Strabane
Belfast
Causeway Coast and Glens
Belfast
Ards and North Down
Derry City and Strabane
Mid Ulster
Ards and North Down
"Newry, Mourne and Down"
"Armagh City, Banbridge and Craigavon"
Mid Ulster
Derry City and Strabane
Causeway Coast and Glens
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Lisburn and Castlereagh
Mid Ulster
Antrim and Newtownabbey
Antrim and Newtownabbey
Mid and East Antrim
Ards and North Down
"Armagh City, Banbridge and Craigavon"
Antrim and Newtownabbey
Fermanagh and Omagh
Derry City and Strabane
Lisburn and Castlereagh
Fermanagh and Omagh
Fermanagh and Omagh
Mid Ulster
"Armagh City, Banbridge and Craigavon"
Belfast
Lisburn and Castlereagh
Antrim and Newtownabbey
Antrim and Newtownabbey
Causeway Coast and Glens
Belfast
Ards and North Down
Antrim and Newtownabbey
Causeway Coast and Glens
Mid Ulster
"Newry, Mourne and Down"
Mid and East Antrim
"Newry, Mourne and Down"
Derry City and Strabane
Causeway Coast and Glens
Causeway Coast and Glens
Derry City and Strabane
Belfast
Mid Ulster
Mid Ulster
Mid Ulster
Ards and North Down
Belfast
Lisburn and Castlereagh
Causeway Coast and Glens
Belfast
Mid Ulster
Mid Ulster
Mid Ulster
Mid and East Antrim
Fermanagh and Omagh
Antrim and Newtownabbey
Lisburn and Castlereagh
Belfast
Mid Ulster
Belfast
Mid Ulster
Lisburn and Castlereagh
Derry City and Strabane
Lisburn and Castlereagh
Lisburn and Castlereagh
"Newry, Mourne and Down"
Mid Ulster
Lisburn and Castlereagh
Lisburn and Castlereagh
Lisburn and Castlereagh
Mid and East Antrim
Belfast
Lisburn and Castlereagh
"Newry, Mourne and Down"
"Armagh City, Banbridge and Craigavon"
Mid Ulster
Belfast
Belfast
Belfast
"Newry, Mourne and Down"
Mid Ulster
"Newry, Mourne and Down"
Fermanagh and Omagh
Fermanagh and Omagh
Antrim and Newtownabbey
Belfast
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Belfast
Fermanagh and Omagh
Antrim and Newtownabbey
"Newry, Mourne and Down"
Belfast
Mid Ulster
Lisburn and Castlereagh
Antrim and Newtownabbey
Mid Ulster
Lisburn and Castlereagh
Causeway Coast and Glens
Belfast
Causeway Coast and Glens
"Newry, Mourne and Down"
Causeway Coast and Glens
Mid Ulster
Belfast
Lisburn and Castlereagh
"Newry, Mourne and Down"
Belfast
Mid Ulster
Belfast
Lisburn and Castlereagh
Belfast
Lisburn and Castlereagh
Belfast
Ards and North Down
"Armagh City, Banbridge and Craigavon"
Mid Ulster
Fermanagh and Omagh
Fermanagh and Omagh
Mid Ulster
Mid and East Antrim
Belfast
Causeway Coast and Glens
"Armagh City, Banbridge and Craigavon"
"Newry, Mourne and Down"
Lisburn and Castlereagh
Lisburn and Castlereagh
Lisburn and Castlereagh
Fermanagh and Omagh
Ards and North Down
Mid and East Antrim
Derry City and Strabane
Belfast
Belfast
Belfast
"Newry, Mourne and Down"
Belfast
"Armagh City, Banbridge and Craigavon"
Mid Ulster
Fermanagh and Omagh
Lisburn and Castlereagh
Belfast
Antrim and Newtownabbey
Belfast
Derry City and Strabane
Lisburn and Castlereagh
Derry City and Strabane
Derry City and Strabane
Mid Ulster
Lisburn and Castlereagh
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Belfast
Belfast
Derry City and Strabane
Fermanagh and Omagh
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Causeway Coast and Glens
Derry City and Strabane
Derry City and Strabane
Belfast
Mid and East Antrim
Fermanagh and Omagh
Derry City and Strabane
"Armagh City, Banbridge and Craigavon"
Causeway Coast and Glens
Derry City and Strabane
Belfast
Derry City and Strabane
Antrim and Newtownabbey
Belfast
Derry City and Strabane
Belfast
Belfast
Belfast
Belfast
Derry City and Strabane
"Armagh City, Banbridge and Craigavon"
Derry City and Strabane
"Newry, Mourne and Down"
Belfast
Ards and North Down
Derry City and Strabane
Belfast
Mid Ulster
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Fermanagh and Omagh
Derry City and Strabane
Mid Ulster
Derry City and Strabane
Derry City and Strabane
"Newry, Mourne and Down"
Derry City and Strabane
"Newry, Mourne and Down"
Belfast
Belfast
Belfast
"Newry, Mourne and Down"
Mid and East Antrim
Derry City and Strabane
Derry City and Strabane
Fermanagh and Omagh
Belfast
Belfast
Mid and East Antrim
Antrim and Newtownabbey
Causeway Coast and Glens
"Armagh City, Banbridge and Craigavon"
Fermanagh and Omagh
"Newry, Mourne and Down"
Mid and East Antrim
Lisburn and Castlereagh
Belfast
Lisburn and Castlereagh
Antrim and Newtownabbey
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Antrim and Newtownabbey
"Newry, Mourne and Down"
Belfast
Mid Ulster
Causeway Coast and Glens
"Newry, Mourne and Down"
Causeway Coast and Glens
Mid Ulster
Mid Ulster
Belfast
Belfast
Belfast
Belfast
Mid Ulster
Causeway Coast and Glens
Belfast
Fermanagh and Omagh
Ards and North Down
Belfast
Ards and North Down
Belfast
Mid Ulster
Lisburn and Castlereagh
Lisburn and Castlereagh
Belfast
Belfast
Belfast
Derry City and Strabane
Derry City and Strabane
Causeway Coast and Glens
Ards and North Down
Antrim and Newtownabbey
Belfast
Mid Ulster
Fermanagh and Omagh
"Newry, Mourne and Down"
Fermanagh and Omagh
Belfast
Ards and North Down
Causeway Coast and Glens
Antrim and Newtownabbey
Belfast
Mid and East Antrim
Lisburn and Castlereagh
Mid Ulster
Belfast
Belfast
Ards and North Down
"Newry, Mourne and Down"
"Newry, Mourne and Down"
"Newry, Mourne and Down"
"Newry, Mourne and Down"
Antrim and Newtownabbey
Antrim and Newtownabbey
Mid Ulster
"Newry, Mourne and Down"
Derry City and Strabane
"Newry, Mourne and Down"
Derry City and Strabane
Mid Ulster
Fermanagh and Omagh
Fermanagh and Omagh
Mid Ulster
Derry City and Strabane
Derry City and Strabane
"Newry, Mourne and Down"
Mid Ulster
Mid and East Antrim
"Armagh City, Banbridge and Craigavon"
Causeway Coast and Glens
Derry City and Strabane
Antrim and Newtownabbey
Belfast
"Armagh City, Banbridge and Craigavon"
Mid Ulster
"Newry, Mourne and Down"
Belfast
Mid and East Antrim
Fermanagh and Omagh
Ards and North Down
"Armagh City, Banbridge and Craigavon"
Ards and North Down
"Armagh City, Banbridge and Craigavon"
Mid Ulster
Derry City and Strabane
Belfast
Lisburn and Castlereagh
Lisburn and Castlereagh
Derry City and Strabane
Ards and North Down
Lisburn and Castlereagh
Mid Ulster
"Newry, Mourne and Down"
"Armagh City, Banbridge and Craigavon"
Causeway Coast and Glens
Causeway Coast and Glens
"Armagh City, Banbridge and Craigavon"
"Armagh City, Banbridge and Craigavon"
"Newry, Mourne and Down"
"Armagh City, Banbridge and Craigavon"
Belfast
Belfast
Derry City and Strabane
Mid Ulster
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Belfast
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Derry City and Strabane
Mid Ulster
Belfast
Derry City and Strabane
"Newry, Mourne and Down"
Mid Ulster
Derry City and Strabane
Derry City and Strabane
"Newry, Mourne and Down"
Belfast
Belfast
Mid Ulster
Belfast
Belfast
Belfast
Belfast
Ards and North Down
Derry City and Strabane
Derry City and Strabane
Belfast
Derry City and Strabane
Antrim and Newtownabbey
Causeway Coast and Glens
"Armagh City, Banbridge and Craigavon"
"Armagh City, Banbridge and Craigavon"
Causeway Coast and Glens
"Newry, Mourne and Down"
Mid Ulster
Belfast
Belfast
Mid Ulster
Belfast
Ards and North Down
Derry City and Strabane
